"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"2006-5","CA 125 Ag","granica wykrywalności","punkt w czasie","surowica lub osocze","półilościowy","","badania biochemiczne - testy bez obciążenia","","","Antygen CA 125",""
"2011-5","CA 242 Ag","granica wykrywalności","punkt w czasie","surowica lub osocze","półilościowy","","badania biochemiczne - testy bez obciążenia","","","Antygen CA 242",""
"2015-6","CA 72-4 Ag","granica wykrywalności","punkt w czasie","surowica lub osocze","półilościowy","","badania biochemiczne - testy bez obciążenia","","","Antygen CA 72-4",""
"20674-8","Adenowirus ptasi 2 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunodyfuzja","MICRO","","","Adenowirus Adenowirus ptasi Adenowirus ptasi 2 Antygen Adenowirusa ptasiego",""
"20698-7","Wirus choroby niebieskiego języka serotyp","wykrycie lub identyfikacja","punkt w czasie","izolat","cecha","","MICRO","","","Serotyp wirusa choroby niebieskiego języka Wirus choroby niebieskiego języka",""
"20619-3","Limfocyty/100 leukocytów","frakcja liczbowa","punkt w czasie","XXX","ilościowy","automatyczne liczenie","markery komórkowe","","","Leukocyty Limfocyty Limfocyty/100 leukocytów",""
"20631-8","Limfocyty.aktywowane T komórki/100 limfocytów małych","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","Limfocyty Limfocyty aktywowane T komórki Limfocyty aktywowane T komórki/100 limfocytów małych",""
"20701-9","Wirus choroby niebieskiego języka Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa choroby niebieskiego języka Wirus choroby niebieskiego języka",""
"22295-0","Wirus Epsteina Barr antygen wczzesny Ab.IgG","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Antygen wczesny wirusa Epsteina-Barr IgG Przeciwciała do antygenu wczesnego wirusa Epsteina-Barr Przeciwciała IgG do antygenu wczesnego wirusa Epsteina-Barr Wirus Epsteina-Barr",""
"22301-6","Koński wirus niedokrwistości zakaźnej Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do końskiego wirusa niedokrwistości zakaźnej",""
"22336-2","Wirus opryszczki pospolitej 2 Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","surowica","półilościowy","","MICRO","","","IgG Przeciwciała do wirusa opryszczki pospolitej typu 2 Przeciwciała IgG do wirusa opryszczki pospolitej typu 2 Wirus opryszczki pospolitej Wirus opryszczki pospolitej typu 2",""
"77677-3","Glukoza^2 godz. po posiłku","stężenie molowe","punkt w czasie","surowica, osocze lub krew","ilościowy","","badania biochemiczne - test obciążeniowy","","","Glukoza 2h po posiłku",""
"22357-8","HIV 1+2 Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","MICRO","","","Ludzki wirus niedoboru odporności typu 1 Ludzki wirus niedoboru odporności typu 1 i 2 Ludzki wirus niedoboru odporności typu 1+2 Przeciwciała do HIV 1 i 2 Przeciwciała do HIV 1+2",""
"22360-2","HTLV I Ab.IgG","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","IgG Przeciwciała do antygenu I układu grupowego krwi Ii Przeciwciała do HTLV I Przeciwciała IgG do HTLV I Wirus ludzkiej białaczki z komórek T Wirus ludzkiej białaczki z komórek T typ I",""
"22364-4","Wirus zakaźnego zapalenia kaletki Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa zakaźnego zapalenia kaletki Wirus zakaźnego zapalenia kaletki",""
"22372-7","La Crosse wirus Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowo-półilościowy","","MICRO","","","Przeciwciała do wirusa La Crosse Wirus La Crosse",""
"22377-6","Lassa wirus Ab.IgG","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","IgG Przeciwciała do wirusa Lassa Przeciwciała IgG do wirusa Lassa Wirus Lassa",""
"22418-8","Świnka wirus Ab.IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","IgM Przeciwciała do wirusa świnki Przeciwciała IgM do wirusa świnki Świnka Wirus świnki",""
"22434-5","Wirus brodawczaka ludzkiego Ab","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","","MICRO","","","Przeciwciała do wirusa brodawczaka ludzkiego Wirus brodawczaka ludzkiego",""
"22452-7","Wirus wścieklizny rzekomej Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa wścieklizny rzekomej",""
"22454-3","Wirus wścieklizny rzekomej. Delecja genu metodą ClinEase Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Wirus wścieklizny rzekomej. Delecja genu metodą ClinEase Wirus wścieklizny rzekomej. Delecja genu przeciwciąła metodą ClinEase",""
"20702-7","Wirus choroby niebieskiego języka","granica wykrywalności","punkt w czasie","XXX","półilościowy","hodowla specyficzna dla organizmu","MICRO","","","Wirus choroby niebieskiego języka",""
"20706-8","Clostridium botulinum toxin","wykrycie lub identyfikacja","punkt w czasie","XXX","cecha","inokulacja zwierząt","MICRO","","","Clostridium botulinum Toksyna Clostridium botulinum",""
"20712-6","Wirus biegunki bydła Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa biegunki bydła Wirus biegunki bydła",""
"20776-1","Parapokswirus kozi Ab","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Parapokswirus kozi Parapoxvirus Przeciwciała do parapokswirusa koziego",""
"20780-3","Cryptosporidium sp","granica wykrywalności","punkt w czasie","tkanka jelita grubego lub jelita cienkiego","półilościowy","barwienie w kierunku bakterii kwasoopornych","MICRO","","","Cryptosporidium sp.",""
"20790-2","Wirus wschodniego końskiego zapalenia mózgu Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","hamowanie hemaglutynacji","MICRO","","","Przeciwciała do wirusa wschodniego końskiego zapalenia mózgu Wirus wschodniego końskiego zapalenia mózgu",""
"20800-9","Clostridium perfringens enterotoksyna","granica wykrywalności","punkt w czasie","utrwalone jelito cienkie","półilościowy","","MICRO","","","Clostridium perfringens Enterotoksyna Clostridium perfringens",""
"20807-4","Wirus zapalenia tętnic koni","granica wykrywalności","punkt w czasie","krew","półilościowy","hodowla specyficzna dla organizmu","MICRO","","","Wirus zapalenia tętnic koni",""
"20845-4","Herpeswirus bydlęcy 1 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Herpeswirus bydlęcy 1 Przeciwciała do Herpeswirusa bydlęcgo 1",""
"20847-0","Herpeswirus bydlęcy 2 Ag","granica wykrywalności","punkt w czasie","wysięk","półilościowy","immunofluorescencja","MICRO","","","Antygen Herpeswirusa budlęcego 2 Herpeswirus bydlęcy 2",""
"20851-2","Herpeswirus bydlęcy 5 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen Herpeswirusa budlęcego 5 Herpeswirus bydlęcy 5",""
"22085-5","Aspergillus fumigatus 3 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Aspergillus fumigatus Aspergillus fumigatus 3 Przeciwciała do Aspergillus fumigatus 3",""
"22090-5","Wirus ptasiego zapalenia mózgu i rdzenia kręgowego Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa zapalenia mózgu i rdzenia kręgowego Wirus ptasiego zapalenia mózgu i rdzenia kręgowego",""
"22095-4","Wirus ptasiego zakaźnego zapalenia krtani i tchawicy Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa ptasiego zakaźnego zapalenia krtani i tchawicy Wirus ptasiego zakaźnego zapalenia krtani i tchawicy",""
"22113-5","Wirus choroby niebieskiego języka Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przecwciała do wirusa choroby niebieskiego języka Wirus choroby niebieskiego języka",""
"22125-9","Borrelia burgdorferi Ab.IgG","granica wykrywalności","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","","MICRO","","","Borrelia burgdorferi IgG",""
"22777-7","Wirus afrykańskiego pomoru świń Ab","granica wykrywalności","punkt w czasie","płyn ustrojowy","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa afrykańskiego pomoru świń Wirus afrykańskiego pomoru świń",""
"22779-3","Wirus afrykańskiego pomoru świń Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa afrykańskiego pomoru świń Wirus afrykańskiego pomoru świń",""
"22805-6","Wirus zakaźnego zapalenia oskrzeli Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test neutralizacji","MICRO","","","Antygen wirusa zakaźnego zapalenia oskrzeli Wirus zakaźnego zapalenia oskrzeli",""
"22806-4","Wirus zakaźnego zapalenia oskrzeli Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","MICRO","","","Antygen wirusa zakaźnego zapalenia oskrzeli barwnik immunologiczny Wirus zakaźnego zapalenia oskrzeli",""
"20628-4","Terminalna transferaza deoksynukleotydowa blastów/100 blastów","frakcja liczbowa","punkt w czasie","XXX","ilościowy","barwienie immunoperoksydazowe","markery komórkowe","","","Terminalna Transferaza Deoksynukleotydowa blastów Terminalna transferaza deoksynukleotydowa blastów/100 blastów",""
"20675-5","Adenowirus bydlęcy 3 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Adenowirus Adenowirus B (3) Adenowirus bydlęcy Adenowirus bydlęcy 3 Antygen Adenowirus bydęcego 3",""
"20676-3","Adenowirus bydlęcy 5 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Adenowirus Adenowirus bydlęcy Adenowirus bydlęcy 5 Antygen Adenowirusa bydlęcego 5",""
"20677-1","Adenowirus koński Ag","granica wykrywalności","punkt w czasie","płuco","półilościowy","immunofluorescencja","MICRO","","","Adenowirus Adenowirus koński Antygen Adenowirusa Antygen Adenowirusa końskiego",""
"20699-5","Wirus choroby niebieskiego języka Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Przecwciała do wirusa choroby niebieskiego języka Wirus choroby niebieskiego języka",""
"20704-3","Wirus choroby granicznej Ag","granica wykrywalności","punkt w czasie","krew","półilościowy","immunofluorescencja","MICRO","","","Antygen wirus choroby granicznej Wirus choroby granicznej",""
"20708-4","Bydlęcy wirus grudkowego zapalenia jamy ustnej Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen bydlęcego wirusa grudkowego zapalenia jamy ustnej",""
"20711-8","Wirus biegunki bydła Ag","granica wykrywalności","punkt w czasie","nos","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa biegunki bydła Wirus biegunki bydła",""
"20713-4","Wirus biegunki bydła Ag","granica wykrywalności","punkt w czasie","krew","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa biegunki bydła Wirus biegunki bydła",""
"20714-2","Wirus biegunki bydła Ag","granica wykrywalności","punkt w czasie","kał","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa biegunki bydła Wirus biegunki bydła",""
"20717-5","Wirus biegunki bydła 2 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa biegunki bydła 2 Wirus biegunki bydła Wirus biegunki bydła 2",""
"20730-8","Brucella abortus Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Brucella abortus",""
"20731-6","Brucella abortus Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","EIA, szybki test do wykrywania kiły","MICRO","","","Brucella abortus",""
"18331-9","Cytoplazmatyczny neutrofila Ab.IgM","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","serologia niemikrobiologiczna","","","IgM Neutrofil Przeciwciała do cytoplazmy neutrofili Przeciwciała IgM do cytoplazmy neutrofili",""
"1837-4","Alfa-N-acetylglukozaminidaza","stężenie katalityczne","punkt w czasie","surowica lub osocze","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Alfa-N-acetyloglukozaminidaza",""
"18422-6","Mikrocyty","granica wykrywalności","punkt w czasie","mocz","półilościowy","mikroskopia świetlna","morfologia krwi","","","Mikrocyty",""
"18479-6","Wirus brodawczaka ludzkiego 31+35+51 DNA","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","sonda","MICRO","","","DNA wirusa brodawczaka ludzkiego typ 31+35+51 Wirus brodawczaka ludzkiego Wirus brodawczaka ludzkiego typ 31 Wirus brodawczaka ludzkiego typ 31+35+51",""
"18497-8","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","tarczyca biopsja cienkoigłowa FNA","cecha","barwienie Cyto","cytologia","","","",""
"18498-6","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","biopsja cienkoigłowa piersi","cecha","barwienie Cyto","cytologia","","","",""
"18501-7","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","wymaz z jamy ustnej","cecha","barwienie Cyto","cytologia","","","",""
"1870-5","Apolipoproteina A-II","stężenie masowe","punkt w czasie","surowica lub osocze","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Apolipoproteina A Apolipoproteina A-II",""
"1871-3","Apolipoproteina B-100","stężenie masowe","punkt w czasie","surowica lub osocze","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Apolipoproteina B Apolipoproteina B-100",""
"20703-5","Wirus choroby granicznej Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen wirus choroby granicznej Wirus choroby granicznej",""
"20705-0","Clostridium botulinum toxin","wykrycie lub identyfikacja","punkt w czasie","surowica","cecha","inokulacja zwierząt","MICRO","","","Clostridium botulinum Toksyna Clostridium botulinum",""
"20716-7","Wirus biegunki bydła","granica wykrywalności","punkt w czasie","surowica","półilościowy","hodowla specyficzna dla organizmu","MICRO","","","Wirus biegunki bydła",""
"20728-2","Brucella abortus Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Brucella abortus",""
"20733-2","Brucella ovis Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Brucella ovis",""
"20734-0","Brucella sp zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","tkanka i rozmazy","cecha","hodowla specyficzna dla organizmu","MICRO","","","Brucella sp. Brucella sp. zidentyfikowano wykryty",""
"2030-5","Karboksyhemoglobina/hemoglobina całkowita","frakcja masowa","punkt w czasie","krew tętnicza","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Karboksyhemoglobina Karboksyhemoglobina/Hemoglobina całkowita",""
"20432-1","Wirus Epsteina Barr antygen jądrowy Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Antygen jądrowy wirusa Epsteina-Barr Przeciwciała do antygenu jądrowego wirusa Epsteina-Barr Przeciwciała przeciwjądrowe Wirus Epsteina-Barr",""
"20453-7","Komórki nabłonka","granica wykrywalności","punkt w czasie","osad moczu","półilościowy","mikroskopia świetlna","badanie moczu","","","",""
"20482-6","Granulocyty","stężenie liczbowe","punkt w czasie","krew","ilościowy","automatyczne liczenie","morfologia krwi","","","koncentracja",""
"20563-3","Karboksyhemoglobina/hemoglobina całkowita","frakcja masowa","punkt w czasie","krew","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Karboksyhemoglobina Karboksyhemoglobina/Hemoglobina całkowita",""
"20742-3","Wirus nosówki psiej Ag","granica wykrywalności","punkt w czasie","próbka pobrana ze spojówki oka","półilościowy","immunofluorescencja","MICRO","","","Antygen psiego wirusa nosówki Psi wirus nosówki",""
"20750-6","Wirus anemii kurczaków Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Przeciwciała do wirusa anemii kurczaków Przeciwciała neutralizujące do wirusa anemii kurczaków Wirus anemii kurczaków",""
"20751-4","Wirus anemii kurczaków Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa anemii kurczaków Wirus anemii kurczaków",""
"20753-0","Chlamydophila psittaci Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen Chlamydophila psittaci Chlamydophila psittaci",""
"20754-8","Chlamydophila psittaci Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Chlamydophila psittaci Przeciwciała do Chlamydophila psittaci",""
"20760-5","Clostridium chauvoei Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen Clostridium chauvoei Clostridium chauvoei",""
"20592-2","Komórki.CD19","stężenie liczbowe","punkt w czasie","XXX","ilościowy","","markery komórkowe","","","CD19 Komórki CD19 koncentracja",""
"20609-4","Komórki.CD42/100 komórek","frakcja liczbowa","punkt w czasie","XXX","ilościowy","","markery komórkowe","","","CD42 Komórki CD42 Komórki CD42/100 komórek",""
"20610-2","Komórki.CD45/100 komórek","frakcja liczbowa","punkt w czasie","XXX","ilościowy","","markery komórkowe","","","CD45 Komórki CD45 Komórki CD45/100 komórek",""
"17006-8","IgA podklasa 2","stężenie masowe","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Immunoglobulina A Podklasa IgA2",""
"18285-7","Komórki.CDA/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","Komórki CDA Komórki CDA/100 komórek",""
"18299-8","IgA","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofiksacja","badania biochemiczne - testy bez obciążenia","","","Immunoglobulina A",""
"18300-4","IgA","granica wykrywalności","punkt w czasie","mocz","półilościowy","immunofiksacja","badania biochemiczne - testy bez obciążenia","","","Immunoglobulina A",""
"18301-2","IgG","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofiksacja","badania biochemiczne - testy bez obciążenia","","","IgG",""
"18302-0","IgG","granica wykrywalności","punkt w czasie","mocz","półilościowy","immunofiksacja","badania biochemiczne - testy bez obciążenia","","","IgG",""
"18303-8","IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofiksacja","badania biochemiczne - testy bez obciążenia","","","IgM",""
"18305-3","Ameba zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","aspirat","cecha","barwienie hematoksyliną żelazową","MICRO","","","Amoeba wykryty",""
"18307-9","Jaja i pasożyty zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","kał","cecha","barwienie hematoksyliną żelazową","MICRO","","","Jaja i pasożyty Pasożyty wykryty Zidentyfikowano jaja i pasożyty",""
"18267-5","Komórki.CD16+CD56+/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","CD16 Komórki CD16 Komórki CD16+CD56+ Komórki CD16+CD56+/100 komórek",""
"18304-6","IgM","granica wykrywalności","punkt w czasie","mocz","półilościowy","immunofiksacja","badania biochemiczne - testy bez obciążenia","","","IgM",""
"18319-4","Neutrofile.wakuolizowane","granica wykrywalności","punkt w czasie","krew","półilościowy","mikroskopia świetlna","morfologia krwi","","","Neutrofile Neutrofile wakuolizowane",""
"18325-1","oksyMORfon","granica wykrywalności","punkt w czasie","mocz","półilościowy","potwierdzić","toksykologia leków","","","",""
"18329-3","Cytoplazmatyczny neutrofila Ab.IgA","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","serologia niemikrobiologiczna","","","Immunoglobulina A Neutrofil Przeciwciała do cytoplazmy neutrofili Przeciwciała IgA do cytoplazmy neutrofili",""
"17009-2","IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","","badania biochemiczne - testy bez obciążenia","","","IgM",""
"17013-4","Influenza wirus A+B Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","immunofluorescencja","MICRO","","","Przeciwciała do antygenów A,B Przeciwciała do antygenu B Przeciwciała do wirusa grypy typ A i B Przeciwciało do wirusa grypy A i B Wirus grypy Wirus grypy typ A Wirus grypy typ A i B Wirus grypy typu A i B",""
"17015-9","Influenza wirus B Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","MICRO","","","IgG Przeciwciała do antygenu B Przeciwciała do wirusa grypy typu B Przeciwciała IgG do antygenu B Przeciwciała IgG do wirusa grypy typu B Wirus grypy Wirus grypy typu B",""
"17032-4","Jo-1 rozpuszczalny jądrowy Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","immunofluorescencja","serologia niemikrobiologiczna","","","Jo-1 rozpuszczalny jądrowy Przeciwciała do rozpuszczalnego antygenu jądrowego Przeciwciała do rozpuszczalnego jądrowego antygenu Jo-1 Przeciwciała przeciwjądrowe",""
"17097-7","Komórki.CD10+CD20+/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","Komórki CD10 Komórki CD10+CD20+ Komórki CD10+CD20+/100 komórek",""
"22871-8","Wirus choroby niebieskiego języka Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","test neutralizacji","MICRO","","","Antygen wirusa choroby niebieskiego języka Wirus choroby niebieskiego języka",""
"22890-8","Wirus biegunki bydła Ab","granica wykrywalności","punkt w czasie","mleko","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa biegunki bydła Wirus biegunki bydła",""
"22895-7","Wirus biegunki bydła Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa biegunki bydła Wirus biegunki bydła",""
"22896-5","Wirus biegunki bydła Ag","granica wykrywalności","punkt w czasie","krew","półilościowy","metoda immunologiczna","MICRO","","","Antygen wirusa biegunki bydła Wirus biegunki bydła",""
"22902-1","Herpeswirus bydlęcy 1 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunodyfuzja","MICRO","","","Herpeswirus bydlęcy 1 Przeciwciała do Herpeswirusa bydlęcgo 1",""
"22906-2","Herpeswirus bydlęcy 1 Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","metoda immunologiczna","MICRO","","","Antygen Herpeswirusa budlęcego 1 Herpeswirus bydlęcy 1",""
"22908-8","Herpeswirus bydlęcy 1 Ag","stężenie w jednostkach umownych","punkt w czasie","XXX","ilościowy","test neutralizacji","MICRO","","","Antygen Herpeswirusa budlęcego 1 Herpeswirus bydlęcy 1",""
"22912-0","Herpeswirus bydlęcy 1 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","MICRO","","","Antygen Herpeswirusa budlęcego 1 barwnik immunologiczny Herpeswirus bydlęcy 1",""
"22331-3","Wirus opryszczki pospolitej 1 Ab","granica wykrywalności","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","","MICRO","","","Przeciwciała do wirusa opryszczki pospolitej typu 1 Wirus opryszczki pospolitej Wirus opryszczki pospolitej typu 1",""
"22339-6","Wirus opryszczki pospolitej Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa opryszczki pospolitej Wirus opryszczki pospolitej",""
"22356-0","HIV 1 Ab","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","MICRO","","","Ludzki wirus niedoboru odporności typu 1 Przeciwciała do HIV 1",""
"22369-3","Wirus japońskiego zapalenia mózgu Ab","granica wykrywalności","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","","MICRO","","","Przeciwciała do wirusa japońskiego zapalenia mózgu Wirus japońskiego zapalenia mózgu",""
"22370-1","Wirus japońskiego zapalenia mózgu Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa japońskiego zapalenia mózgu Wirus japońskiego zapalenia mózgu",""
"22376-8","La Crosse wirus Ab.IgM","miano","punkt w czasie","surowica","ilościowy","","MICRO","","","IgM Przeciwciała do wirusa La Crosse Przeciwciała IgM do wirusa La Crosse Wirus La Crosse",""
"22379-2","Lassa wirus Ab.IgM","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","IgM Przeciwciała do wirusa Lassa Przeciwciała IgM do wirusa Lassa Wirus Lassa",""
"22500-3","Odra wirus Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","MICRO","","","IgG Przeciwciała do wirusa odry Przeciwciała IgG do wirusa odry Wirus odry",""
"11069-2","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","sok żołądkowy","cecha","barwienie Cyto","cytologia","","","",""
"11070-0","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","mocz","cecha","barwienie Cyto","cytologia","","","",""
"10902-5","HIV 2 gp36 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoblotting","MICRO","","","Antygen gp36 ludzkiego wirusa niedoboru odporności typu 2 Ludzki wirus niedoboru odporności typu 2 Przeciwciała do gp36 HIV 2",""
"10931-4","Daphnia Ab IgE","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","alergia","","","IgE Przeciwciała IgE do dafni",""
"10937-1","Origanum majorana Ab IgE","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","alergia","","","IgE Lebiodka majeranek (Origanum majorana) Przeciwciała IgE do lebiodki majeranku (Origanum majorana)",""
"11007-2","Borrelia burgdorferi Ag","stężenie w jednostkach umownych","punkt w czasie","mocz","ilościowy","","MICRO","","","Borrelia burgdorferi",""
"11021-3","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","krew lub szpik kostny","cecha","barwienie terminalnej transferazy deoksynukleotydów, TdT","PATH","","","",""
"10808-4","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","tkanka i rozmazy","cecha","barwienie impregnacją solami srebra wg Dieterle","PATH","","","",""
"10810-0","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","tkanka i rozmazy","cecha","barwienie srebrem wg Fontana-Massona","PATH","","","",""
"10814-2","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","tkanka i rozmazy","cecha","barwienie przyżyciowe","PATH","","","",""
"10816-7","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","tkanka i rozmazy","cecha","barwienie błękitem toluidyny O","PATH","","","",""
"10820-9","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","tkanka i rozmazy","cecha","barwienie Warthina-Starry","PATH","","","",""
"10846-4","Borrelia burgdorferi DNA","granica wykrywalności","punkt w czasie","krew","półilościowy","sonda z amplifikacją","MICRO","","","Borrelia burgdorferi",""
"10847-2","Borrelia burgdorferi DNA","granica wykrywalności","punkt w czasie","płyn ustrojowy","półilościowy","sonda z amplifikacją","MICRO","","","Borrelia burgdorferi",""
"10857-1","Microsporydia zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","XXX","cecha","mikroskopia świetlna","MICRO","","","Microsporydia wykryty",""
"10859-7","Trypanosoma sp","wykrycie lub identyfikacja","punkt w czasie","krew","cecha","barwienie Giemsa i oranż akrydyny","MICRO","","","Trypanosoma sp.",""
